,Lat.1.j.,Long.1.j.,Elevation_ds,cz_ds,MAT_ds,MAP_ds,VPD_ds,SRAD_ds,clay,silt,sand,bdod,cec,N,pH,soc
1193,-1.679181148,-19.77378801,-4336,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1194,-33.74254639,141.7376803,49,BSk,18.11799987,275,12.42999989,222370,17.4,8.1,74.5,0.0118,17.8,0.0126,7.9,2
1195,48.38846663,78.07037031,720,Dfb,2.417333245,285,6.009999946,166631,23.4,40.9,35.7,0.0122,23.1,0.0267,7.6,2.64
1196,-29.30560141,-60.3032836,61,Cfa,19.64666661,1004,20.43999994,204184,24.8,56.9,18.2,0.0123,25.4,0.0237,6.9,4.67
1197,1.375304503,2.827223483,-4239,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,-50.1555316,-158.0082907,-5036,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,0.078308117,77.75078209,-4760,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,-15.22500159,159.4426893,-2915,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,16.32792542,-115.1246064,-4018,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,-51.25871148,-166.7285937,-5229,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,-6.737852178,51.50742698,-4591,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,51.69483773,17.33735114,114,Cfb,8.437000065,528,11.05000013,124937,11.6,18.9,69.5,0.0126,25.7,0.0721,6.2,6.77
1205,14.33406886,-31.81716615,-6082,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,-43.68226522,-15.84685522,-2529,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207,-28.81640826,-1.930915732,-5106,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,10.86471985,68.4344605,-4434,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,31.81960817,-58.67108868,-4698,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,-25.54999089,-82.30387732,-1710,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,25.42530911,150.3017146,-5833,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,-33.37155312,176.0507787,-3602,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,-58.85885279,-1.93355687,-5185,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,-41.99547505,167.7178249,-2017,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,-33.65671285,65.10115254,-4810,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,72.45232312,166.5142514,-28,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,25.37456246,-69.33066649,-5556,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,-4.435471109,-121.8878703,-4166,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,-9.801490911,-9.726370247,-3858,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,-50.52158833,30.37472066,-4988,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,-10.74235528,154.222014,-3393,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,30.41535643,164.1839215,-5884,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,22.68583068,-147.9802229,-5975,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,66.67985522,-70.42621393,38,ET,-10.2413334,308,3.869999964,112242,27.2,31.7,41.2,0.008,47.8,0.0673,6.1,12.82
1225,11.2906319,68.35728136,-4359,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,35.87597123,-168.8515019,-6152,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,23.52836915,66.13275309,-661,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,41.54351832,-116.7115282,1660,BSk,8.242999844,279,5.800000012,199609,18,55.5,26.5,0.0129,20.8,0.0122,7.1,1.59
1229,13.51842286,135.9692814,-5084,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,-11.02895605,125.1455842,-505,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,31.97927324,-0.699882377,833,BWh,19.58766643,107,9.50000006,239151,16.5,27.9,55.5,0.0145,13.3,0.0043,8.3,0.43
1232,-20.49692135,-123.0120335,-3628,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,-50.98445073,-162.0412965,-4686,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,36.38072566,101.3118126,3880,Dwc,-2.389666726,518,4.510000102,181410,20.6,42.2,37.2,0.0102,26,0.0561,7.5,6.79
1235,-12.69678303,49.07666459,280,Aw,25.18266646,1419,27.38999999,252251,29.6,23.7,46.7,0.012,21.2,0.0296,6.1,5.1
1236,35.86240784,-85.21007535,525,Cfa,12.96966668,1507,14.4799999,176124,19.6,39.6,40.8,0.0128,18.6,0.0355,5,5.3
1237,23.51360941,139.5829182,-4350,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,-37.21145116,161.0664996,-4911,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,-34.06466511,-96.59088115,-3604,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,-16.97435982,-98.89463793,-3990,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,-63.62011519,-34.9245312,-4932,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,-49.66157732,122.0813653,-3260,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,-24.25978336,148.097399,338,BSh,21.15933315,655,16.98999977,240785,30.1,17.2,52.7,0.0137,30,0.0154,7.2,1.75
1244,-45.56889276,-10.26458273,-3517,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,-42.35313124,-90.52397909,-3721,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,44.89555302,8.919168497,145,Csb,12.4190002,784,14.23000002,162086,35.7,46.3,18.1,0.0133,25.1,0.034,7.3,4.24
1247,-70.33325543,84.81205833,195,EF,-40.3950003,88,1.420000002,153662,NA,NA,NA,NA,NA,NA,NA,NA
1248,-65.06956068,-101.9764331,-4888,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,26.28289115,-10.20679152,474,BWh,22.27633301,32,14.48000002,242557,13.8,26.2,60.1,0.0146,13.6,0.0083,8.2,0.5
1250,11.47208304,-167.2764628,-5276,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,0.935895835,107.8782033,-14,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,-19.3168819,29.95773339,1353,Cwa,19.28933326,654,15.27000004,245432,30,27.6,42.5,0.0152,10.4,0.0113,6.2,1.61
1253,-52.68810414,-126.7830809,-3873,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,-73.17887511,152.0166755,-405,EF,-31.40699991,87,0.830000004,161553,NA,NA,NA,NA,NA,NA,NA,NA
1255,-50.96538585,-72.72850446,236,BSk,6.710666656,515,7.670000017,122577,24.8,24.3,50.8,0.0086,30.3,0.0508,6.5,6.77
1256,74.77529798,-41.78988464,-116,EF,-26.36333291,668,0.829999993,89572,NA,NA,NA,NA,NA,NA,NA,NA
1257,-25.91488947,-33.36187916,-4698,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,17.514997,-10.54084816,214,BWh,29.68133354,137,13.19,255541,23.6,25.3,51.1,0.0148,21.1,0.0038,7.9,0.37
1259,-25.91045131,150.3333867,367,BSh,19.79566654,638,16.32999992,230132,34.2,17.5,48.3,0.0134,31.2,0.0191,7.2,2.69
1260,-9.368539888,63.23177272,-3503,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,-37.41437177,-134.3585812,-4816,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,1.636177114,50.82945767,-5113,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,-38.74866581,34.06602901,-4562,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,77.96071305,7.650325214,-3228,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,-40.18054087,-30.54474221,-4362,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,33.07993966,14.83093679,-592,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,12.39188487,-102.0088112,-3188,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,-11.11137512,62.43877854,-1792,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,48.60856626,-38.69188679,-4468,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,58.33774606,73.14675816,93,Dfc,-0.265333077,496,7.01000002,119497,19.9,34.1,46.1,0.0066,48.8,0.0652,5.4,14.21
1271,11.55844576,-149.3879448,-5300,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,20.98044478,143.8912278,-2668,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,10.99226187,-74.38417518,-3,Aw,28.10208321,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,-48.21149876,-9.474343434,-2640,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,18.25057649,140.5158395,-4693,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,26.81978065,13.26725369,494,BWh,22.45499984,16,10.77999991,253424,27.3,25.1,47.6,0.0139,13.9,0.0096,8.4,0.48
1277,41.0262854,-179.3896604,-5495,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,-58.38258576,148.1200126,-3290,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,13.5745083,-66.85295077,-5025,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,37.18403792,-174.9398646,-4887,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,-24.01321003,162.0058718,-1139,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,10.69896849,174.764931,-5454,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,-55.62627037,-17.88020544,-5413,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,16.39557192,-5.859128516,277,BWh,29.31666676,201,15.01000023,254484,20.8,21,58.2,0.0149,8.2,0.0053,7.7,0.51
1285,32.15983519,97.3125139,4408,ET,-0.1443333,575,4.999999963,179864,14.1,41.8,44.1,0.0107,30,0.0511,6.5,8.62
1286,-32.68538187,93.04341875,-4439,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,11.04152011,80.74289957,-2130,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,53.66107339,10.29840111,54,Cfb,8.464666694,812,11.18999988,115687,10.1,20.9,68.9,0.0095,22.2,0.041,4.8,11.57
1289,44.09349972,-169.4466663,-5764,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,8.262748902,-80.36473953,-4,Af,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,47.25834051,-178.4652757,-5653,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,-3.875134349,105.6621361,6,Af,26.61633348,2438,34.96000004,205419,41.8,37.6,20.6,0.0097,31.8,0.0444,5,14.21
1293,-20.11978615,-82.41155502,-4161,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,10.0308225,90.70723716,-3358,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,-63.44013774,-144.0033563,-3920,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,-38.68737898,-135.6719224,-4910,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,-53.69995563,-26.57522525,-4995,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298,-47.92086857,28.09552579,-4748,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299,23.62926031,88.97684949,12,Aw,25.94433355,1535,30.24999976,217438,42.8,42.7,14.5,0.0128,16,0.0152,6.3,2.4
1300,-63.71071488,-88.23644112,-4735,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,55.64023694,-110.8638753,565,Dfc,0.484666626,478,7.039999992,143223,16.4,27.9,55.7,0.0102,22.5,0.0133,6.1,3.38
1302,47.32282203,148.5116888,-3332,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,44.39747621,-136.8028775,-3963,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304,-70.00187843,-126.5965494,-3266,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,61.59963049,-143.267066,1889,ET,-6.816000146,786,2.980000023,93163,NA,NA,NA,NA,NA,NA,NA,NA
1306,-25.65994182,-25.59893754,-4816,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1307,3.891379418,-99.28446877,-3390,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1308,17.72007404,74.08652139,724,Am,24.25033347,610,21.36999965,235772,41.2,27.1,31.7,0.0141,33.1,0.0198,6.9,1.89
1309,12.78363067,131.6231645,-5938,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,79.4367776,-167.4495872,-2898,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1311,-20.64038083,109.4267553,-5100,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1312,14.45509808,-67.21043039,-5083,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1313,25.88560609,-46.12761928,-3050,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1314,-8.972931589,-108.281359,-3263,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1315,51.98999454,137.7490955,320,Dfb,-3.099333371,555,6.589999963,145463,21.4,31.6,47,0.0088,31.3,0.1113,5.9,9.88
1316,-53.99967734,-64.42234067,-112,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1317,-51.47935166,140.5295396,-3680,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1318,-68.38739534,125.8207933,60,EF,-23.60299977,144,1.410000004,148947,NA,NA,NA,NA,NA,NA,NA,NA
1319,-58.22366357,97.88635131,-4377,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1320,74.12911861,90.55276321,211,ET,-14.20299993,273,3.239999989,92638,20.9,41.3,37.8,0.0061,54.7,0.126,6.1,20.91
1321,-3.863494521,111.4323238,-40,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1322,40.82119496,-118.0766021,1365,BSk,10.77699989,202,6.470000029,205023,10.5,39.3,50.3,0.0142,17.6,0.0091,7.8,1.03
1323,12.43476591,-2.380736265,285,BSh,27.94266653,727,21.52999985,251424,25.8,25.4,48.8,0.0154,9.9,0.0072,6.4,0.87
1324,26.55591143,26.88091401,270,BWh,21.62566638,4,10.62,259889,27.1,18.7,54.1,0.0133,16.1,0.0065,8.3,0.5
1325,-18.45430641,-138.5152059,-3776,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326,-50.18029703,-89.20447441,-4449,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,14.43324239,57.10217251,-2485,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1328,-29.29588196,-115.1445402,-3294,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329,-43.17988163,-154.7924039,-4985,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,-57.55841591,-158.5714007,-4146,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331,16.42884966,65.58450747,-3643,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332,6.230778797,92.24603791,-4206,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333,41.82759476,132.2902421,-2718,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334,-44.89096379,141.4191219,-4424,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,0.214341441,-94.69369831,-3281,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,-4.640696997,-51.17751871,181,Am,25.14666684,1845,32.43999958,178439,34.8,22.7,42.5,0.011,13.3,0.0233,4.3,2.67
1337,6.037504921,-37.6766861,-4601,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338,1.722872018,-177.8785297,-5077,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339,-48.97915737,17.34384133,-4725,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,-26.6891658,67.07565383,-3353,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1341,22.45426226,-63.20106335,-5882,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1342,-62.05070349,-1.00095816,-5413,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1343,27.48100323,157.7572651,-6125,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344,16.83806348,-158.2674038,-5364,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345,61.88921403,-78.11205595,-5,ET,-7.31250006,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346,43.20871052,140.6905578,375,Dfb,7.063999951,1340,10.46000004,138540,19.9,38.3,41.8,0.0086,30.5,0.1022,4.7,10.24
1347,-3.079903778,-179.0682352,-5389,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348,-70.63910622,-121.5201583,-3380,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349,24.63852586,161.4907146,-5543,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1350,-22.2514555,-135.964271,-4086,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351,-38.2143689,-103.0172626,-3910,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352,6.449912101,65.33963596,-4273,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1353,14.43277304,-46.68882575,-3692,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1354,-25.77169042,63.0067363,-5107,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1355,-57.80774119,89.27495515,-4393,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1356,-73.10482955,141.8891676,-337,EF,-33.4496665,80,0.699999999,163618,NA,NA,NA,NA,NA,NA,NA,NA
1357,76.62517181,-32.19634946,101,EF,-24.37033327,657,0.959999986,87558,NA,NA,NA,NA,NA,NA,NA,NA
1358,2.304827499,-110.1970807,-3725,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1359,22.83584957,-112.5691681,-3203,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1360,35.15160915,-94.07557829,189,Cfa,15.82800023,1204,16.14000016,185834,18.3,53.2,28.5,0.0135,15.1,0.0344,5.6,3.4
1361,-11.62343594,-82.42583695,-4268,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1362,-57.44222637,-140.9014527,-3701,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1363,51.36317235,-164.3687504,-4759,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1364,-6.256905602,-87.64840543,-4046,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1365,35.92742121,74.39425156,1773,BSk,15.60900013,180,9.939999968,187818,16.2,44.1,39.6,0.0136,16.5,0.032,7.3,2.6
1366,70.75811739,71.44779174,1,Dfc,-10.25333349,264,4.040000033,95679,23.8,30.4,45.8,0.0054,58.2,0.1505,5.7,23.59
1367,11.55307683,-49.81979373,-4995,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1368,-24.11898184,-159.827237,-4807,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1369,32.84772898,137.5712777,-4091,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1370,-60.4259633,164.5376144,-2941,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1371,62.21737268,-152.8730257,955,ET,-3.462000012,554,4.929999977,96853,7.9,52.3,39.8,0.0074,36.6,0.0909,5.1,16.38
1372,3.291254645,-11.5865599,-4471,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1373,-71.1614251,-96.42391339,-748,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1374,-61.75075642,86.8769318,-3877,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1375,22.32896608,-31.61705668,-5050,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1376,84.21269876,156.141446,-2733,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1377,2.284467374,171.8810666,-4303,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1378,-64.22808667,-102.9062215,-4999,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1379,49.70073431,-169.225801,-5371,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1380,-10.73666969,-141.2245367,-4353,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381,-56.44344906,7.880240986,-4744,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382,40.38637243,55.84765423,227,BSk,14.43833324,133,9.200000077,183883,26.3,42.8,30.9,0.0137,21.3,0.0169,7.8,1.17
1383,-19.07876038,-39.06150484,-46,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,28.90799817,-125.311677,-4428,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385,23.24441173,106.9158223,564,Cwa,20.86099998,1489,23.68000007,174639,25.9,50.4,23.7,0.012,19.2,0.0346,5.6,4.19
1386,50.94034805,-24.39930657,-3714,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,-0.149198341,-162.7863922,-5199,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,-74.5208006,18.93587412,710,EF,-40.19099967,59,0.869999986,158435,NA,NA,NA,NA,NA,NA,NA,NA
1389,29.41771855,-77.03153492,-1003,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390,-15.95507977,13.05524938,527,BSh,24.56899977,253,18.22000003,210579,12.2,14.6,73.2,0.014,16.6,0.0073,7.9,1.06
1391,43.46350234,27.62246434,260,Cfa,10.75933329,522,12.70000005,160251,32.7,61.8,5.5,0.0131,28.7,0.0436,6.8,3.55
1392,-19.82651518,-46.97058451,1160,Cwa,19.10599979,1664,20.5999999,186645,36.6,23,40.4,0.0115,14.8,0.0237,5.3,3.42
1393,-4.80841543,-99.93510285,-3864,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394,-52.9922381,-115.6576036,-3268,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1395,-4.606324061,-108.2920782,-3519,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1396,45.03078895,143.2340119,-138,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1397,-28.31964203,-102.1385954,-3565,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1398,-25.24734623,160.4243681,-1646,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1399,13.54335298,-48.22699643,-4048,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
