,Lat.1.j.,Long.1.j.,Elevation_ds,cz_ds,MAT_ds,MAP_ds,VPD_ds,SRAD_ds,clay,silt,sand,bdod,cec,N,pH,soc
871,-34.72047501,125.8816519,-4631,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,-13.20605108,48.84640113,9,Am,26.63166666,1845,30.31000018,256926,30.7,29.1,40.2,0.0118,23.4,0.0268,5.6,4.5
873,-39.74103156,62.84216627,-4736,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,-18.34594919,82.88244054,-5203,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,19.46873789,127.6059371,-5148,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,24.01473022,61.25204933,-3230,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,-5.996694886,147.7862458,-891,Af,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,-5.354827225,-79.59587493,1897,BSh,18.48233334,632,19.08000004,174428,31.5,26.9,41.6,0.0115,23.3,0.0339,5.8,5.77
879,6.376674214,171.7597722,-3222,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,28.3610682,171.231923,-5887,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,14.34835148,-94.94412451,-4236,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,-51.20769653,-17.84798264,-4360,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,6.827890515,73.18536974,-5,Climate Zone info missing,27.34999975,1715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,2.269302921,-54.7025954,436,Af,24.89300028,2135,29.81000018,205264,41,27.6,31.4,0.0111,13.2,0.0322,4.6,4.21
885,-6.646324647,-86.13767082,-4057,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,59.51929231,-7.804312008,-1061,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,63.89394036,-70.48280032,478,ET,-9.825333411,428,4.200000037,113720,19.4,33.5,47,0.007,52.8,0.0746,5.5,13.22
888,6.205289024,-62.49990198,550,Am,25.10699987,2063,29.44999981,210374,31.3,32.4,36.2,0.0112,19.8,0.0334,4.8,4.09
889,-61.09990217,19.84624771,-5142,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,-17.42750304,117.3548546,-2672,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,-38.76058749,-44.28751007,-5140,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,40.50986869,-146.559692,-4831,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,56.82063653,149.7782242,-235,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,81.11866417,52.49205837,-194,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,18.98996132,-29.37760552,-4737,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,3.44773561,-138.7433001,-4239,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,56.38229234,-83.0320337,-83,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,-28.38414354,74.63346731,-3591,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,-0.390157214,54.91852873,-4059,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,-35.78963318,130.3382082,-4935,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,11.10019843,-79.2677028,-3539,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,20.70912205,-81.21719224,-3382,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,-11.51340859,38.76048169,253,Aw,25.85033353,1003,26.63000011,208827,20,6.2,73.8,0.0135,10.5,0.0121,6.5,1.31
904,22.50855623,-46.64967204,-3484,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,30.91319421,58.52288716,499,BWh,23.96466637,130,11.23000002,229860,18.7,21.8,59.5,0.0146,14.4,0.0061,7.9,0.12
906,-23.64529847,141.0010495,118,BWh,24.57066663,287,13.21999991,262314,34,11.9,54.1,0.0141,25.1,0.0029,7.8,0.44
907,35.96069093,-72.67099136,-3882,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,-47.16156545,38.73529256,-3852,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,15.58172713,8.441160545,496,BWh,27.6723334,172,14.07000002,259344,22.2,19.6,58.2,0.0145,11.8,0.0055,7.9,0.41
910,9.4806926,-105.2165742,-3174,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,39.9456966,110.9446597,1357,BSk,5.529666781,379,7.309999987,196300,16.8,31.4,51.7,0.0122,21.1,0.021,8.1,1.44
912,4.739831724,-92.53538162,-3587,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,-38.58043199,33.68683004,-4217,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,68.75782828,-54.73507795,-230,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,-64.15809875,-7.61145439,-5218,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,16.99575332,116.3231851,-3935,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,-23.6469188,117.962907,337,BWh,25.55666685,269,11.9600001,267141,22.7,12.6,64.7,0.0134,29,0.0049,7.7,1.27
918,0.33701012,-125.2878675,-4510,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,-20.84774897,-158.1829602,-4830,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,-66.90614365,130.2677855,-229,EF,-13.84666661,241,1.790000021,142892,NA,NA,NA,NA,NA,NA,NA,NA
921,-25.90526984,-48.81100645,217,Cfa,19.80600007,1804,22.60999978,157820,42.2,33.9,23.8,0.0095,23.7,0.0438,4.8,5.78
922,-9.956696755,132.9291668,-84,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,-21.19011031,-165.9119556,-5363,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,-19.93010153,-69.93939785,1143,BWk,15.86399976,5,12.48000008,242520,11.3,28.9,59.8,0.014,17.9,0.0164,8.3,1.31
925,-29.8222485,114.9883213,7,Climate Zone info missing,19.8166666,519,17.68000007,241933,14.7,6.4,78.8,0.0118,21.2,0.0191,6.7,8.45
926,-70.61553631,-17.10238821,-4589,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,-8.368156124,99.96605915,-5717,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,41.22570045,142.0481349,-1052,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,-35.25540738,133.3709548,-1599,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,45.09406281,113.0557821,1138,BSk,1.687333326,198,5.980000034,186754,16.8,36.4,46.8,0.014,19.5,0.0272,7.8,1.34
931,-36.97348189,-60.15868681,236,Cfb,14.01433333,892,13.88999993,191130,24.5,35.5,40,0.0135,27.9,0.031,6.8,4.03
932,36.6018781,-151.2791782,-5912,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,-12.3735133,131.8242472,16,Aw,27.31633345,1558,29.70999992,249106,19.7,22.6,57.6,0.0134,15.2,0.0129,6,3.3
934,-42.56465259,119.1787971,-4679,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,-21.06474609,52.91274911,-4878,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,32.93428426,11.66942482,8,BSh,19.93933336,156,18.9200002,221699,26.9,35.6,37.4,0.0151,13.9,0.0107,7.9,1.1
937,2.379703738,-73.17982771,206,Af,26.94933367,2478,32.62000012,188171,22.8,30.6,46.6,0.0115,14.9,0.0239,4.9,3.04
938,49.5926592,-171.5346243,-5110,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,17.95423552,34.59691655,391,BWh,29.51033354,51,14.30999988,258835,24.7,24.8,50.5,0.0156,26.7,0.004,7.9,0.4
940,56.0854285,-55.84204104,-2736,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,10.85113486,-18.05470057,-3795,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,-38.22908769,116.6134216,-5236,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
943,65.9289506,157.304666,639,Dfc,-13.48233334,245,3.650000026,111793,21.4,35.3,43.3,0.008,37.3,0.0735,5.6,13.24
944,80.48540035,92.68946707,5,ET,-16.58095226,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
945,55.39836877,19.54392873,-95,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,0.709236808,72.82156035,-2329,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,-67.68665618,79.73601105,-815,EF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
948,52.71151885,108.8832444,1455,Dwc,-4.399000009,421,4.979999967,139567,18.6,20.1,61.4,0.0079,35,0.1055,5.4,15.23
949,-0.076658864,-60.88151481,47,Af,26.85866674,2185,34.40999961,186187,25.9,22.5,51.6,0.0116,16.1,0.0213,4.2,3.25
950,-25.05153823,-93.57081246,-3764,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
951,27.18898078,-109.9789382,9,BSh,23.5170002,316,20.81999969,217859,29.8,27,43.2,0.0139,23.6,0.0219,8.2,1.32
952,46.88605013,-9.842320383,-4585,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
953,-67.20371187,-57.16735362,-372,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
954,-22.57699443,97.52967141,-5959,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
955,-59.11674491,110.7702174,-4450,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
956,-32.58986686,-8.636809168,-3929,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
957,-63.29985428,24.9001257,-5071,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
958,10.7962834,117.9044536,-1618,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
959,-63.83477837,167.3816582,-2907,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
960,58.57819987,47.86875112,163,Dfb,2.041666806,592,7.580000058,115181,20.8,33.9,45.3,0.0081,51.7,0.0957,5.6,12.71
961,-21.22941378,-123.2696149,-3649,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
962,21.86831544,-22.4498722,-4652,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
963,19.98374535,-134.8390141,-5259,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
964,-26.10789047,34.99516835,-363,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
965,15.71819973,-140.517817,-5557,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
966,24.12033753,162.5192871,-5198,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
967,-16.88340268,131.3552599,145,BSh,27.29000028,631,19.76999986,264067,33,15,52,0.0144,22.1,0.0081,6.9,0.76
968,59.16033136,-143.222955,-3559,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
969,49.75778087,-106.3904173,736,Dfb,4.317333341,380,7.709999919,160433,28.6,41.5,29.9,0.012,25.5,0.0288,6.9,3.38
970,23.28434855,-62.91758613,-5854,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
971,-5.628687391,-93.53683264,-4040,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
972,54.98206448,-117.3960128,748,Dfc,2.536333263,515,6.64000009,142445,24.1,40.4,35.5,0.0112,21.8,0.0343,6,4.24
973,38.37377914,178.2653113,-5321,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,-2.753493068,128.0242609,-2155,Af,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
975,-34.46257486,-160.8428553,-5172,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
976,1.665424197,-20.21737383,-4968,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
977,17.59212629,32.64816823,395,BWh,29.31733338,43,11.15999985,261658,19.4,22.5,58.2,0.0154,23.3,0.0079,7.9,0.43
978,-25.8689288,43.1677049,-4051,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
979,-73.0101602,6.547777718,933,EF,-32.09733359,74,1.030000005,158002,NA,NA,NA,NA,NA,NA,NA,NA
980,78.0964377,-99.83900333,115,ET,-19.51566634,121,2.189999996,96086,22.9,44.9,32.2,0.008,40.9,0.0935,6.7,18.66
981,77.42742562,-141.075641,-3708,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,-15.41213075,48.23300533,245,Am,24.90700006,1604,25.69000018,251044,25.3,20.9,53.8,0.0128,15.2,0.0204,6.1,3.25
983,-71.72660149,-10.58952715,-427,EF,-12.47466662,294,1.680000026,135344,NA,NA,NA,NA,NA,NA,NA,NA
984,-7.523906507,-137.7041486,-4268,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
985,83.1068395,63.49252182,-2842,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
986,51.22087009,83.6409586,1110,Dfc,1.300666648,615,6.25,156202,20.6,37.6,41.7,0.0102,30.2,0.0619,6.3,8.45
987,-37.94769075,-161.4054438,-5526,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,-37.02193963,22.71424849,-2478,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
989,5.622465458,-102.428589,-2984,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
990,-24.09616256,106.2273624,-5893,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
991,68.01779827,-135.7113415,507,Dfc,-8.924000074,289,3.770000011,100772,26,47.1,26.9,0.0067,33.5,0.0453,5.2,8.14
992,-29.68265372,127.113001,235,BWh,19.75399979,172,11.90000004,245480,21.7,16.3,62.1,0.0133,26.8,0.0058,7.8,1.8
993,24.21338856,76.72097594,383,Csa,26.57000001,951,19.24999988,232676,31.2,31.3,37.5,0.0161,28.6,0.0152,7.3,0.94
994,-20.23974738,-113.7812467,-3174,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
995,45.98095132,176.1460781,-5791,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
996,-65.17643462,-8.991146749,-5026,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
997,17.84110952,96.22981508,114,Aw,26.11866681,2558,30.93999958,217136,27.2,37.2,35.7,0.0124,24.6,0.0256,5.7,4.12
998,71.91806494,-1.917247698,-2334,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
999,36.89766795,124.9997662,-56,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000,45.9060145,-178.4323482,-5805,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001,53.40022167,112.2202472,1195,Dwc,-4.610333403,371,4.91,141950,18.2,22.5,59.4,0.0095,31.7,0.1066,6.1,11.9
1002,42.91898648,-14.97142293,-5181,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1003,12.51171793,70.39435943,-3637,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1004,-22.14495666,28.70376245,639,BSh,22.33899983,333,18.33999985,240332,23,14.4,62.6,0.015,16.1,0.0084,6.9,0.81
1005,38.35067426,126.8593126,171,Dwa,10.01566682,1187,12.94000003,159091,22,40.2,37.9,0.0127,17.2,0.0532,5.8,6.09
1006,-24.52217162,103.0342972,-5440,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1007,23.36563033,156.8265683,-5294,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1008,59.07645145,123.7262112,649,Dfc,-7.418666641,479,4.809999976,125354,27.2,27.3,45.6,0.0068,33.6,0.0704,5.6,7.73
1009,64.34682043,-127.2780834,1317,Dfc,-7.94266659,435,3.340000041,110946,21.9,41.3,36.7,0.0077,43.1,0.0602,5.1,11.44
1010,1.555367628,158.7607396,-2769,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,28.39290731,-173.1375928,-5169,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,-29.63181317,160.761837,-1331,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,10.39496206,-104.0625255,-3173,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,-19.75672983,-16.93748424,-4034,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,8.320795396,30.31742273,399,BSh,27.22399982,839,24.3099997,201806,25.2,21,53.8,0.0138,13.6,0.0199,6.3,1.99
1016,33.82076912,152.3781682,-6004,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,-47.9007177,-26.94682293,-4833,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,11.28641343,132.4520354,-5897,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,7.0287579,-136.7595148,-4708,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,37.45426893,-162.4466418,-7111,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,12.37074288,156.1875486,-5622,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,-25.07914066,-106.4996376,-3377,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,44.15883668,-169.0353916,-5704,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,-45.2792344,3.949586637,-4571,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,23.55103732,-155.6710727,-4185,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,-18.5337159,123.8480539,110,BSh,27.818,538,19.65999991,270600,28,12.2,59.9,0.0142,27.6,0.0042,7.1,0.85
1027,21.60804587,159.1825189,-3243,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,15.78473373,-110.7594991,-3057,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,63.96620646,29.53371998,208,Dfc,1.323666738,639,7.350000039,101543,4.4,32.5,63.1,0.0054,54.4,0.1156,4.6,26.67
1030,-25.96022264,164.0531461,-2339,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,60.82179372,88.69215815,132,Dfc,-2.905999978,578,6.200000025,120695,21.3,36.9,41.8,0.0058,45.7,0.1085,4.9,11.26
1032,-67.24408892,53.89241774,-3,EF,-24.50866667,321,2.139999978,138843,NA,NA,NA,NA,NA,NA,NA,NA
1033,3.314643994,174.7960465,-5028,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,34.77222272,-59.45214752,-4537,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,35.2190056,154.506085,-5670,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,8.609318685,76.50816629,-55,Am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,82.02788415,72.29862171,-675,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,20.64332855,151.4266968,-5070,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,57.41512717,-69.38540493,179,Dfc,-5.309999908,536,5.789999947,124962,17.3,33.3,49.4,0.0075,43.9,0.0722,5.1,9.47
1040,30.89293585,154.5439835,-5652,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,-19.6886569,89.87843122,-4959,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042,-58.40684959,106.9706315,-4423,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,6.155186706,27.16605839,587,Aw,25.92766666,1317,26.24000001,209546,23.6,26.1,50.3,0.0129,13.2,0.0228,5.7,2.85
1044,-7.046460601,-115.0870942,-4244,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,47.25483082,-156.0988682,-5020,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046,16.3146302,-91.91523043,1485,Cwb,19.76799997,1620,20.00999999,217168,37.7,22.3,40,0.0121,21.1,0.0322,6.6,3
1047,69.99560631,87.19289099,85,Dfc,-10.47499975,456,4.190000009,98563,20.2,25.6,54.2,0.006,54.2,0.1371,5.4,24.05
1048,-25.24891646,72.96333103,-3518,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,-56.03554023,162.5545025,-4614,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,20.80312585,151.0390231,-5907,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1051,-42.20949023,-41.81158631,-5193,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,13.10434945,77.02255866,803,Aw,24.41900047,681,25.48000026,241621,25.3,21.2,53.5,0.014,16.3,0.013,6.5,1.94
1053,-75.66316209,29.38050516,975,EF,-45.56233342,68,0.699999994,158719,NA,NA,NA,NA,NA,NA,NA,NA
1054,-56.48895667,-135.446558,-3245,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,34.59163388,163.3466366,-5965,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1056,20.45409066,-124.3917279,-4335,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1057,83.44147183,-43.72984788,-191,EF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,19.90777044,127.7100207,-5214,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,-59.17410774,139.3078868,-4165,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1060,19.5965572,173.4520586,-4232,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1061,-71.48398836,133.7121087,32,EF,-32.69433324,88,0.789999986,163865,NA,NA,NA,NA,NA,NA,NA,NA
1062,-14.27524211,-12.56042389,-3196,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063,71.25355701,47.1628072,-140,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1064,-32.91256702,130.213791,-82,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,59.48757295,-56.21516347,-3104,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,-37.95191679,98.99223397,-4546,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,0.294784021,116.061433,68,Af,27.59633334,2622,34.71000004,199559,40.1,27.1,32.8,0.0114,15.3,0.0312,5,7.54
1068,-51.9830786,14.33704572,-3213,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1069,5.072602632,-11.89678269,-3944,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,55.53591341,75.22550141,99,Dfb,1.04033337,377,7.269999988,127869,27.5,28.1,44.4,0.0097,46.3,0.0607,6.3,5.73
1071,-4.470960711,162.8436903,-2790,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,55.31105965,33.72747263,247,Dfb,4.439666589,661,8.980000079,119120,15.4,31.3,53.3,0.0069,35.7,0.1197,5.1,14.37
1073,-13.22937585,19.89202447,1429,Cwa,19.44166668,1122,16.89999992,206924,21.2,9.1,69.7,0.0132,7.3,0.0105,5.4,1.34
1074,54.95199368,-84.56665029,46,Dfc,-4.092666696,530,6.159999959,136069,26.6,35.1,38.3,0.0093,36.8,0.0738,6.2,16.96
1075,-17.5894173,1.593582854,-5604,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,-65.21087114,11.15478418,-3424,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,-6.046955469,-13.04552629,-3565,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,-4.46186821,158.3990457,-1745,Climate Zone info missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
